session_duration,command_count,failed_logins,common_commands_enc,label
5,2.0,6.201589206031773,5,Brute Force
103,1.256015531853662,2.743984468146338,5,Brute Force
88,1.2739044139375992,7.0,5,Brute Force
96,4.0,6.0,5,Brute Force
59,2.8977873357748005,7.1022126642252,5,Brute Force
76,2.0812494777392536,1.0,5,Brute Force
58,3.7900846371240866,5.790084637124087,5,Brute Force
32,0.023022604787637513,4.023022604787638,5,Brute Force
71,0.3486327890117539,1.0,5,Brute Force
69,0.0,3.771246668519738,5,Brute Force
105,0.374435369720422,7.625564630279578,5,Brute Force
85,2.0,6.0,5,Brute Force
58,3.9226789345112127,6.077321065488787,5,Brute Force
33,0.0,1.1042469660518095,5,Brute Force
100,0.8404396319804229,7.0,5,Brute Force
118,3.0893138017442867,1.089313801744287,5,Brute Force
60,2.122810781845734,2.877189218154266,5,Brute Force
81,0.0,5.528187930809837,5,Brute Force
37,1.1655205103672897,3.8344794896327103,5,Brute Force
28,0.0,3.1863208794941205,5,Brute Force
32,2.837490789002492,3.162509210997508,5,Brute Force
17,3.0,7.0,5,Brute Force
21,3.688555735954359,3.688555735954359,5,Brute Force
76,1.7726043791228874,8.227395620877113,5,Brute Force
118,0.6078943937942587,3.3921056062057415,5,Brute Force
91,1.0,6.379305698385549,5,Brute Force
99,2.0,2.2557503481567114,5,Brute Force
91,2.0,2.2055798083756377,5,Brute Force
14,0.0,5.212210111285508,5,Brute Force
28,3.603721531730139,6.0,5,Brute Force
11,0.0,2.0,5,Brute Force
98,4.0,7.0,5,Brute Force
54,4.0,3.2729637187740863,5,Brute Force
105,3.077039768201515,1.0,5,Brute Force
54,2.0,4.534299877681187,5,Brute Force
61,1.5191630219109264,3.0,5,Brute Force
90,1.9184547249393011,2.0,5,Brute Force
49,3.0,1.0,5,Brute Force
37,1.0328466702434382,8.0,5,Brute Force
15,1.0,2.0872505371208714,5,Brute Force
59,2.7517735572428483,7.248226442757152,5,Brute Force
10,0.5776319540915472,6.0,5,Brute Force
77,2.165513317427974,3.0,5,Brute Force
61,1.0338791602465949,3.0,5,Brute Force
23,0.0,7.311473171132757,5,Brute Force
21,0.21950429245391234,7.780495707546088,5,Brute Force
23,3.0,9.0,5,Brute Force
37,1.220097214081097,3.779902785918903,5,Brute Force
89,0.7873192156587737,7.0,5,Brute Force
48,1.0,3.0,5,Brute Force
20,0.9755413156827563,7.0,5,Brute Force
49,3.541011011982987,1.0,5,Brute Force
70,1.5573053688900478,5.885389262219904,5,Brute Force
71,1.721264035781468,4.860632017890734,5,Brute Force
118,3.4649302810663416,1.4649302810663414,5,Brute Force
12,1.815537128581144,9.0,5,Brute Force
19,3.299595911766477,9.0,5,Brute Force
17,0.3099369262686109,3.0,5,Brute Force
92,1.0,8.602681884542402,5,Brute Force
43,2.0,3.5732110946632507,5,Brute Force
111,4.0,6.200217977925731,5,Brute Force
40,0.349386999049333,8.650613000950667,5,Brute Force
76,2.5317681715586207,1.0,5,Brute Force
17,3.0,7.0,5,Brute Force
92,0.6222740525598307,9.0,5,Brute Force
42,1.163435186707667,4.0,5,Brute Force
110,1.0,9.0,5,Brute Force
77,1.7059553207790286,8.294044679220972,5,Brute Force
41,3.714059199789828,2.4281183995796565,5,Brute Force
39,2.944704539710428,2.0,5,Brute Force
77,1.534455891257247,8.465544108742753,5,Brute Force
55,3.0,8.481087948387586,5,Brute Force
97,0.497011948821249,9.0,5,Brute Force
115,2.7653562810662407,6.765356281066241,5,Brute Force
15,2.8970185206686843,3.8970185206686843,5,Brute Force
35,3.0,3.6656371886895176,5,Brute Force
65,3.075503363803889,8.07550336380389,5,Brute Force
78,4.0,6.0,5,Brute Force
34,1.7276981452797004,2.7276981452797004,5,Brute Force
55,2.0,2.7948608196377682,5,Brute Force
58,2.9468430666814127,9.0,5,Brute Force
93,0.0,4.601499542972242,5,Brute Force
49,3.9789314356159613,1.0,5,Brute Force
41,0.0,3.8397888594565703,5,Brute Force
23,3.0,9.0,5,Brute Force
100,1.0,7.0,5,Brute Force
66,4.0,3.55172259525934,5,Brute Force
45,2.7461114359566956,5.746111435956696,5,Brute Force
92,0.1961130996934528,9.0,5,Brute Force
106,0.0,2.0,5,Brute Force
23,3.0,9.0,5,Brute Force
28,2.339271245896191,6.660728754103809,5,Brute Force
79,4.0,9.0,5,Brute Force
105,1.1125395174864972,3.0,5,Brute Force
91,1.0,7.443278415216634,5,Brute Force
32,1.4416261926210132,7.0,5,Brute Force
80,3.805314967357905,9.0,5,Brute Force
34,0.011271218044557219,1.0,5,Brute Force
44,3.3968025978230205,5.6031974021769795,5,Brute Force
19,0.0,8.613700297925172,5,Brute Force
15,2.037350681445125,1.0373506814451252,5,Brute Force
75,2.055590274422727,7.944409725577273,5,Brute Force
91,3.8589181512222863,6.0,5,Brute Force
54,3.406392308273522,3.0,5,Brute Force
116,0.0,8.3239900611068,5,Brute Force
49,1.0,1.0869250149503493,5,Brute Force
70,3.6332407749109605,2.266481549821921,5,Brute Force
52,1.0,2.0,5,Brute Force
54,3.1518719045331167,7.848128095466883,5,Brute Force
71,2.1227768896627084,5.0,5,Brute Force
51,3.0,9.0,5,Brute Force
88,1.3570744363857468,4.0,5,Brute Force
14,0.0,3.7039461351385095,5,Brute Force
51,4.0,4.089375996459696,5,Brute Force
92,1.375238728956749,7.624761271043251,5,Brute Force
64,1.0,6.67173171429967,5,Brute Force
32,2.3497853371546804,6.82510733142266,5,Brute Force
67,1.3630592121950906,1.6369407878049094,5,Brute Force
59,0.06845622164105825,9.0,5,Brute Force
113,0.8306545065652498,1.8306545065652498,5,Brute Force
77,2.654807855118724,3.0,5,Brute Force
35,2.0,1.2261654767986596,5,Brute Force
82,3.0,1.0,5,Brute Force
106,0.1389319800252784,1.8610680199747216,5,Brute Force
22,0.0,8.0,5,Brute Force
40,2.0,8.97454726519887,5,Brute Force
96,3.220241225211969,6.77975877478803,5,Brute Force
105,1.885762074079603,3.0,5,Brute Force
96,3.5657766199665604,6.43422338003344,5,Brute Force
33,2.0,1.0,5,Brute Force
95,4.0,4.942130905387629,5,Brute Force
5,1.1821071388215834,7.182107138821583,5,Brute Force
74,0.0,1.0,5,Brute Force
90,3.4875423441180784,5.512457655881922,5,Brute Force
34,1.0,1.2583130557713345,5,Brute Force
44,3.0,6.698845853160904,5,Brute Force
78,1.0,6.0,5,Brute Force
48,1.0,2.2180231074940866,5,Brute Force
69,4.0,5.645054167769329,5,Brute Force
77,0.4217039345532818,6.578296065446718,5,Brute Force
96,1.8677237888746696,1.2645524222506608,5,Brute Force
45,2.9005723012363855,5.9005723012363855,5,Brute Force
45,2.3087781423903455,5.0,5,Brute Force
79,1.6831838564454813,8.683183856445481,5,Brute Force
92,1.177416124088326,6.177416124088326,5,Brute Force
48,1.0,3.0,5,Brute Force
79,2.815054428402457,2.0,5,Brute Force
7,0.0,8.0,5,Brute Force
23,3.93282460008429,2.06717539991571,5,Brute Force
50,2.0,6.4052480880276885,5,Brute Force
20,0.4974648939798906,9.0,5,Brute Force
32,2.0,7.0,5,Brute Force
12,0.0,5.0,5,Brute Force
55,2.0,5.0,5,Brute Force
23,3.0,9.0,5,Brute Force
94,2.0,1.7335016066291178,5,Brute Force
41,3.732184578459062,3.267815421540938,5,Brute Force
42,3.2507306605615978,2.2507306605615978,5,Brute Force
58,3.0,4.633098063357448,5,Brute Force
6,4.0,7.0,5,Brute Force
96,3.4267056218205996,6.5732943781794,5,Brute Force
82,2.0,1.8381069631782958,5,Brute Force
8,0.8087630030980486,5.0,5,Brute Force
106,3.2290886229357296,5.0,5,Brute Force
88,1.4220360595506873,4.0,5,Brute Force
48,1.0,1.3538713765612496,5,Brute Force
14,0.9586271773132206,1.9586271773132204,5,Brute Force
115,1.8156290793210368,2.184370920678963,5,Brute Force
96,4.0,6.0,5,Brute Force
34,1.2290140744645215,1.0,5,Brute Force
85,3.0,2.136499410708183,5,Brute Force
103,2.0,8.162921009296971,5,Brute Force
5,1.5628066036427564,7.562806603642756,5,Brute Force
30,0.0,4.0,5,Brute Force
103,4.0,5.278467138878094,5,Brute Force
96,4.0,6.0,5,Brute Force
38,2.0506932029422344,7.9493067970577656,5,Brute Force
14,0.0,3.396649373052054,5,Brute Force
56,3.045913063460367,8.045913063460366,5,Brute Force
52,4.0,4.0,5,Brute Force
19,0.48375494193241275,7.0,5,Brute Force
53,1.0,9.0,5,Brute Force
37,2.539842778908193,3.0,5,Brute Force
59,0.0,8.837986122108415,5,Brute Force
115,2.8415296603100435,6.8415296603100435,5,Brute Force
28,0.15359215068544274,1.0,5,Brute Force
116,2.044763687276521,7.044763687276521,5,Brute Force
67,2.3093442817664727,4.0,5,Brute Force
115,1.3766674490950093,2.6233325509049905,5,Brute Force
50,2.0,6.47423730870037,5,Brute Force
59,3.0,7.0,5,Brute Force
116,2.0,7.0,5,Brute Force
21,0.0,5.0,5,Brute Force
72,4.0,6.295074450311047,5,Brute Force
105,0.5982860582681546,6.598286058268155,5,Brute Force
62,0.5403184872388689,2.459681512761131,5,Brute Force
105,1.075933410369622,7.075933410369622,5,Brute Force
42,0.9222346559210429,2.0,5,Brute Force
65,3.997660609374222,8.997660609374222,5,Brute Force
29,2.0,8.967699388207086,5,Brute Force
45,2.005253818558385,5.0,5,Brute Force
114,1.8969062539862551,3.0,5,Brute Force
73,4.0,9.0,5,Brute Force
51,3.0,9.0,5,Brute Force
96,4.0,6.0,5,Brute Force
72,4.0,6.209986441208144,5,Brute Force
96,2.3094397675543594,2.3094397675543594,5,Brute Force
98,0.0,3.4786993325864306,5,Brute Force
110,1.0,9.0,5,Brute Force
80,3.0418292069960695,7.0,5,Brute Force
61,0.24160758605431853,2.2416075860543185,5,Brute Force
118,3.3610506146657384,2.6389493853342616,5,Brute Force
99,2.0,2.24096415446115,5,Brute Force
110,2.2758966707268615,1.0,5,Brute Force
86,2.637231579789487,2.362768420210513,5,Brute Force
33,0.0,1.0194231998200118,5,Brute Force
34,2.096636187363975,3.096636187363975,5,Brute Force
52,2.0,6.0,5,Brute Force
28,2.693175211456925,6.306824788543075,5,Brute Force
115,1.9484041933412901,4.0,5,Brute Force
52,4.0,4.0,5,Brute Force
109,1.0441654377101002,6.955834562289899,5,Brute Force
9,2.0,4.411736243030069,5,Brute Force
93,1.9987069991316697,2.000646500434165,5,Brute Force
90,2.5558065814371798,5.55580658143718,5,Brute Force
8,4.0,7.526789881918667,5,Brute Force
52,1.0,2.0,5,Brute Force
16,1.1205225787864643,8.758954842427071,5,Brute Force
80,4.0,6.731023671458281,5,Brute Force
55,1.3851980555712609,9.0,5,Brute Force
37,0.11528202124728437,4.8847179787527155,5,Brute Force
12,1.5782373402694874,2.5782373402694874,5,Brute Force
79,2.7953418379590973,2.0,5,Brute Force
81,2.0,2.0,5,Brute Force
42,3.054882614646475,6.054882614646475,5,Brute Force
81,3.4551436850361563,6.0,5,Brute Force
28,2.522434576071169,6.477565423928831,5,Brute Force
85,1.0,3.355453349374178,5,Brute Force
73,3.0,5.0,5,Brute Force
107,3.635302750542694,3.0,5,Brute Force
79,1.439322805996486,6.439322805996486,5,Brute Force
33,1.0378762323118271,7.0,5,Brute Force
37,1.0,7.1150016434767185,5,Brute Force
58,0.0,8.4697348673651,5,Brute Force
93,0.0,4.117935676503677,5,Brute Force
50,3.4044854496818506,9.0,5,Brute Force
105,0.5724277594334657,6.572427759433466,5,Brute Force
28,3.1960230205991023,5.6079539588017955,5,Brute Force
98,4.0,7.0,5,Brute Force
105,3.6616551750805417,5.338344824919458,5,Brute Force
103,0.262144233093475,8.0,5,Brute Force
19,3.479831890121268,1.4798318901212681,5,Brute Force
79,0.5731829433451356,3.0,5,Brute Force
49,3.1233346221375506,1.0,5,Brute Force
81,3.0,6.0,5,Brute Force
59,3.0,7.0,5,Brute Force
13,0.0,5.0,5,Brute Force
22,3.0,9.0,5,Brute Force
84,3.1854729095767222,4.0,5,Brute Force
41,0.6160361100802743,2.383963889919726,5,Brute Force
22,3.0,3.0,5,Brute Force
76,0.0,7.0,5,Brute Force
118,3.009485433628498,2.990514566371502,5,Brute Force
116,3.0,8.947316164022771,5,Brute Force
64,1.0,8.0,5,Brute Force
9,3.924806453587478,4.0,5,Brute Force
110,2.0,1.0,5,Brute Force
14,3.0,6.0,5,Brute Force
16,3.0,3.4566260578619916,5,Brute Force
89,0.39828738397563557,7.0,5,Brute Force
29,2.0916993351114304,9.0,5,Brute Force
33,0.33637046382842206,6.327259072343156,5,Brute Force
16,2.5225191916345233,7.0,5,Brute Force
30,4.0,3.5354563856307095,5,Brute Force
61,1.9966536379570208,3.0,5,Brute Force
118,4.0,6.0,5,Brute Force
81,3.0,6.0,5,Brute Force
90,3.0,1.0,5,Brute Force
96,1.284446684765758,4.284446684765758,5,Brute Force
49,1.5891085344708948,4.589108534470895,5,Brute Force
73,4.0,8.445468708606453,5,Brute Force
10,1.0896608979424656,6.0,5,Brute Force
21,2.045100677220323,2.045100677220323,5,Brute Force
97,0.10946759867911515,9.0,5,Brute Force
61,1.391630140540356,3.0,5,Brute Force
65,3.124437557296856,8.124437557296856,5,Brute Force
77,2.956415697559425,3.0,5,Brute Force
10,0.0,6.0,5,Brute Force
67,4.0,6.741017348398186,5,Brute Force
30,2.5885542289732455,8.588554228973246,5,Brute Force
25,4.0,3.982330515080082,5,Brute Force
105,3.115801021868497,5.8841989781315025,5,Brute Force
105,1.600798446442198,1.0,5,Brute Force
10,0.9037239671752705,6.0,5,Brute Force
99,3.0108150901866413,5.0,5,Brute Force
114,1.0,7.256647177106376,5,Brute Force
105,1.064986409482894,3.0,5,Brute Force
55,3.0,8.598419763574512,5,Brute Force
85,3.0,3.675651470566491,5,Brute Force
41,3.230569195805019,3.769430804194981,5,Brute Force
71,2.8306425177506247,3.3387149644987506,5,Brute Force
41,3.879661237965004,5.120338762034996,5,Brute Force
15,0.953054642852187,6.0,5,Brute Force
42,3.6159093885087503,2.6159093885087503,5,Brute Force
18,3.0,6.036731937426613,5,Brute Force
41,4.0,3.0,5,Brute Force
101,4.0,4.347588608412068,5,Brute Force
103,1.199230312870125,8.0,5,Brute Force
104,4.0,5.0,5,Brute Force
47,0.21632402303655351,8.0,5,Brute Force
89,0.5182603666763922,7.0,5,Brute Force
7,0.0,8.0,5,Brute Force
42,3.474968499139732,2.474968499139732,5,Brute Force
89,1.7397666320484726,5.260233367951527,5,Brute Force
115,1.0,3.4847520756852743,5,Brute Force
98,2.0,3.0,5,Brute Force
89,0.9963357758067243,7.003664224193276,5,Brute Force
55,3.0,8.0,5,Brute Force
103,2.46338074821562,1.46338074821562,5,Brute Force
41,0.0,3.3770626170648814,5,Brute Force
40,2.0,8.252128395907771,5,Brute Force
18,1.9651348397661752,4.0,5,Brute Force
16,3.0,2.21015711754432,5,Brute Force
74,1.0,1.3170179365828676,5,Other
166,0.45194860129903924,1.4519486012990392,5,Other
184,7.427564909710652,2.0,5,Other
183,4.0,0.0,5,Other
150,6.624101544181838,0.0,5,Other
76,8.0,0.539781061914633,5,Other
186,1.0,2.0,5,Other
74,1.0,1.4225137290938743,5,Other
86,5.6446375481816045,0.3553624518183959,5,Other
183,4.0,0.0,5,Other
32,1.531857479688174,1.0,5,Other
196,3.0,0.0,5,Other
71,0.22902539092479635,1.7709746090752037,5,Other
197,1.542849310613409,1.457150689386591,5,Other
123,3.705415570590672,0.4315281431364426,5,Other
188,3.3343684281750314,0.3328157859124843,5,Other
171,2.2694508631906984,0.7305491368093014,5,Other
175,4.225129570386646,1.3874352148066769,5,Other
182,1.6665384800132337,0.0,5,Other
174,6.635887346120315,0.0,5,Other
107,1.5137291207881032,1.0,5,Other
118,2.0,2.0,5,Other
137,7.280547452227834,0.0,5,Other
122,5.00692215222847,0.0023073840761567155,5,Other
184,0.2475968799611773,0.4951937599223546,5,Other
3,0.0,1.0,5,Other
109,0.0,0.7785719390507511,5,Other
189,2.8568720144515303,1.0,5,Other
115,5.795455406830537,1.0,5,Other
184,8.285935917776385,1.7140640822236142,5,Other
187,1.0,2.0,5,Other
75,8.0,0.49072941627976685,5,Other
184,6.20583206148829,2.0,5,Other
74,6.927037297030811,0.5364813514845947,5,Other
165,6.484713737772337,1.0,5,Other
197,5.628999342154965,2.0,5,Other
66,0.792084255854975,2.0,5,Other
124,2.0,1.5022883474625301,5,Other
52,1.9202787257743266,1.4601393628871633,5,Other
123,3.5409275540131766,0.4863574819956078,5,Other
39,2.8179103541709862,0.5910448229145068,5,Other
2,5.228118019401755,0.2281180194017549,5,Other
186,1.0,2.0,5,Other
140,2.8031145975895457,1.5984427012052271,5,Other
17,1.6965250419689215,1.5655083473229738,5,Other
31,1.4323581494659043,1.2838209252670478,5,Other
125,0.4009706352226735,1.0,5,Other
127,8.653597655618157,1.6535976556181566,5,Other
30,7.918149589128055,0.04092520543597222,5,Other
30,6.657475742821457,0.3425242571785434,5,Other
66,0.45470196605997404,2.0,5,Other
190,2.576403137579517,1.423596862420483,5,Other
189,2.0,1.7120703835242739,5,Other
140,3.229900526305309,1.3850497368473456,5,Other
183,0.0,0.1762951823140706,5,Other
17,5.278232388286124,0.13911619414306187,5,Other
140,8.0,0.0,5,Other
117,0.5120310637073244,1.256015531853662,5,Other
125,1.2739044139375992,1.2739044139375992,5,Other
117,4.814074189482357,1.0,5,Other
160,5.8977873357748,2.0,5,Other
189,1.0812494777392536,2.0,5,Other
126,0.0,1.2099153628759134,5,Other
47,4.0,0.9769773952123625,5,Other
170,2.348632789011754,0.6513672109882461,5,Other
107,3.771246668519738,1.7712466685197379,5,Other
127,8.251129260559155,1.251129260559156,5,Other
2,4.931078460632781,0.0,5,Other
137,8.922678934511213,0.0,5,Other
82,1.208493932103619,1.791506067896381,5,Other
126,7.319120736039154,0.0,5,Other
54,1.910686198255713,1.0,5,Other
57,5.245621563691468,2.0,5,Other
184,6.471812069190163,2.0,5,Other
183,4.0,0.0,5,Other
161,5.1863208794941205,2.0,5,Other
74,6.325018421995016,0.8374907890024921,5,Other
195,2.667853587345061,0.33214641265493894,5,Other
137,3.9343327921369236,0.0,5,Other
128,0.0,2.0,5,Other
184,6.784211212411483,2.0,5,Other
140,2.758611396771098,1.620694301614451,5,Other
189,2.0,1.2557503481567112,5,Other
148,3.588840383248725,2.0,5,Other
127,9.0,0.4244202225710152,5,Other
160,5.603721531730139,2.0,5,Other
77,8.0,1.7714653998886245,5,Other
119,5.170990831592745,1.0,5,Other
6,1.409445578161129,1.727036281225914,5,Other
4,0.07703976820151515,1.0770397682015151,5,Other
56,9.0,0.0,5,Other
149,5.0383260438218525,2.0,5,Other
189,2.081545275060699,1.0,5,Other
189,7.2387953275902985,2.0,5,Other
147,8.032846670243439,1.9671533297565618,5,Other
183,0.17450107424174233,0.0,5,Other
126,0.0,1.2482264427571519,5,Other
4,4.844736091816905,0.4223680459084528,5,Other
108,5.668973365144052,1.165513317427974,5,Other
164,1.0338791602465949,2.0,5,Other
125,1.6885268288672426,1.6885268288672426,5,Other
25,1.5609914150921753,2.0,5,Other
77,8.0,1.2775871726294181,5,Other
128,0.7799027859189029,2.0,5,Other
159,8.0,1.7873192156587736,5,Other
119,4.969652635186375,1.0,5,Other
174,3.975541315682756,0.04891736863448748,5,Other
2,5.541011011982987,0.541011011982987,5,Other
83,0.4426946311099521,1.4426946311099522,5,Other
187,9.0,1.139367982109266,5,Other
53,1.4649302810663414,1.0,5,Other
170,2.0,1.0,5,Other
84,2.101212264700569,0.29959591176647704,5,Other
72,8.0,0.6900630737313891,5,Other
182,3.205363769084804,0.0,5,Other
174,3.5732110946632507,0.8535778106734988,5,Other
72,0.0,0.4004359558514612,5,Other
24,1.301226001901334,2.0,5,Other
138,3.4682318284413793,0.46823182844137934,5,Other
140,8.0,0.0,5,Other
74,6.755451894880339,0.6222740525598307,5,Other
88,0.0,1.0,5,Other
123,3.237639187297777,0.5874536042340743,5,Other
174,6.117865962337086,0.0,5,Other
46,4.0,0.28594080021017176,5,Other
126,7.944704539710428,0.9447045397104283,5,Other
140,1.0689117825144938,1.0689117825144938,5,Other
54,2.518912051612414,0.48108794838758595,5,Other
128,0.497011948821249,2.0,5,Other
4,0.23464371893375935,1.2346437189337593,5,Other
190,2.8970185206686843,1.1029814793313155,5,Other
120,6.668725622620965,1.0,5,Other
71,4.0,0.9244966361961108,5,Other
108,4.493507558505098,1.7532462207474508,5,Other
52,1.0,1.2723018547202996,5,Other
159,8.0,1.1025695901811159,5,Other
30,7.526578466659294,0.0,5,Other
195,7.800749771486121,0.39850045702775794,5,Other
89,5.063205693152117,0.9789314356159612,5,Other
170,1.6795777189131411,1.0,5,Other
159,8.0,1.1330062399884766,5,Other
184,7.184031009270311,2.0,5,Other
7,1.0,1.1034451905186795,5,Other
25,3.015554256173217,1.7461114359566956,5,Other
133,7.803886900306547,0.0,5,Other
138,8.505507879106034,0.0,5,Other
30,6.595048979700421,0.4049510202995794,5,Other
58,5.660728754103809,0.6785424917923819,5,Other
189,7.2916694467094985,2.0,5,Other
77,8.0,1.1125395174864972,5,Other
124,1.4432784152166338,1.0,5,Other
185,8.279186903689494,1.4416261926210132,5,Other
53,1.3893700652841898,0.8053149673579051,5,Other
148,6.988728781955443,2.0,5,Other
188,1.0,2.0,5,Other
137,8.420550446887757,0.0,5,Other
74,8.0,0.03735068144512532,5,Other
16,5.222361097690906,0.11118054884545314,5,Other
53,2.7178363024445726,0.14108184877771357,5,Other
174,3.406392308273522,1.187215383452956,5,Other
185,4.0,0.0,5,Other
2,4.913074985049651,0.0,5,Other
140,3.266481549821921,1.3667592250890395,5,Other
38,3.0563815472159908,1.0,5,Other
31,1.8481280954668835,1.0,5,Other
186,8.877223110337292,1.1227768896627084,5,Other
161,4.752888151750588,2.0,5,Other
159,8.0,1.3570744363857468,5,Other
74,6.592107729722981,0.7039461351385095,5,Other
197,2.910624003540304,0.08937599645969607,5,Other
54,2.3752387289567487,0.6247612710432511,5,Other
84,4.992402428550495,0.0,5,Other
146,8.82510733142266,0.8251073314226598,5,Other
119,4.726118424390181,1.0,5,Other
47,4.0,1.0,5,Other
56,5.677381973739001,1.6613090131304995,5,Other
84,0.3451921448812756,1.3451921448812756,5,Other
41,2.4523309535973192,0.0,5,Other
118,2.0,2.0,5,Other
197,2.861068019974722,0.1389319800252784,5,Other
39,2.4390210501619176,0.7804894749190413,5,Other
119,2.0509054696022604,1.9745472651988698,5,Other
22,0.4404824504239384,2.0,5,Other
198,1.114237925920397,1.885762074079603,5,Other
126,8.13155323993312,0.0,5,Other
57,5.014632687758265,1.9707346244834694,5,Other
90,6.586803641918557,0.4710654526938144,5,Other
119,4.364214277643167,1.0,5,Other
72,4.969556734300692,1.0,5,Other
114,2.0,2.0,5,Other
41,2.516626111542669,0.0,5,Other
195,7.698845853160904,0.6023082936781912,5,Other
54,1.5974499564030196,1.0,5,Other
195,3.0,0.0,5,Other
114,2.0,2.0,5,Other
88,0.0,1.0,5,Other
114,2.0,2.0,5,Other
125,1.0994276987636145,1.0994276987636145,5,Other
77,8.0,1.3087781423903455,5,Other
114,2.0,2.0,5,Other
161,5.177416124088326,2.0,5,Other
125,0.5296616786550811,1.0,5,Other
108,5.630108856804914,1.184945571597543,5,Other
189,1.5019092464889943,2.0,5,Other
182,2.13435079983142,0.0,5,Other
131,5.810496176055377,1.1895038239446225,5,Other
197,2.4974648939798905,0.5025351060201094,5,Other
129,0.8393922551031126,2.0,5,Other
125,0.10657873012867436,1.0,5,Other
189,2.0,1.859981461339551,5,Other
24,1.4726323947307671,2.0,5,Other
127,8.467003213258236,1.4670032132582356,5,Other
57,5.267815421540938,1.4643691569181247,5,Other
55,7.997077357753609,0.5014613211231955,5,Other
159,2.6330980633574477,1.2661961267148951,5,Other
89,6.977095400553086,0.5057261498617286,5,Other
30,7.4267056218206,0.0,5,Other
74,1.0,1.8381069631782958,5,Other
142,2.0,2.0,5,Other
140,1.541822754128541,1.541822754128541,5,Other
174,5.266108178652062,0.0,5,Other
148,3.292257246877501,2.0,5,Other
109,0.0,1.0,5,Other
113,4.446887237963111,1.1843709206789632,5,Other
55,8.638652157689569,0.18067392115521574,5,Other
150,6.687042223393565,1.541971851070957,5,Other
8,1.2047491160622747,0.0,5,Other
115,5.837078990703029,1.0,5,Other
82,0.5628066036427565,1.5628066036427564,5,Other
147,2.0,2.0,5,Other
77,8.0,1.2784671388780944,5,Other
110,0.0,0.3895953329920424,5,Other
165,0.9493067970577657,1.9493067970577656,5,Other
47,4.0,1.0,5,Other
110,0.0,0.04591306346036694,5,Other
161,5.135001277421207,2.0,5,Other
190,2.5162450580675872,1.4837549419324128,5,Other
109,0.0,1.0,5,Other
110,0.0,0.46015722109180657,5,Other
52,1.0,1.1620138778915847,5,Other
71,4.0,0.8415296603100434,5,Other
41,2.0,0.15359215068544274,5,Other
185,8.044763687276522,1.9552363127234789,5,Other
170,2.0,1.0,5,Other
140,3.2466651018099815,1.3766674490950093,5,Other
126,0.0,1.4742373087003697,5,Other
54,2.3443837320442333,0.6556162679557668,5,Other
199,1.0,1.6484598388657812,5,Other
175,0.5872064493932477,0.5872064493932477,5,Other
72,0.0,0.5901489006220939,5,Other
17,3.8034278834636908,1.1965721165363092,5,Other
161,5.459681512761131,2.0,5,Other
8,1.2278002311088663,0.0,5,Other
190,2.922234655921043,1.0777653440789572,5,Other
165,3.002339390625778,1.9976606093742217,5,Other
183,6.096901835378741,1.9676993882070866,5,Other
160,5.994746181441615,2.0,5,Other
57,5.20618749202749,2.0,5,Other
3,0.3145965568094109,1.314596556809411,5,Other
165,2.6148605036335226,2.0,5,Other
103,6.848395143056471,2.0,5,Other
57,5.209986441208144,1.5800271175837122,5,Other
147,8.690560232445641,1.3094397675543594,5,Other
119,5.042601334827139,1.0,5,Other
71,0.0,1.8265895762756328,5,Other
109,0.0,1.0,5,Other
59,6.516784827891363,2.0,5,Other
127,0.0,2.0,5,Other
123,2.7228924633834506,0.7590358455388498,5,Other
197,1.7241033292731385,1.2758966707268615,5,Other
189,1.362768420210513,2.0,5,Other
175,0.9805768001799882,0.9805768001799882,5,Other
137,6.2899085620919255,0.0,5,Other
146,8.646664919117164,0.6466649191171634,5,Other
88,0.0,1.0,5,Other
114,2.0,2.0,5,Other
74,1.0,0.6601650708999216,5,Other
140,2.0883308754202003,1.9558345622898998,5,Other
4,0.588263756969931,1.5882637569699312,5,Other
74,7.99870699913167,0.0006465004341651426,5,Other
165,3.5558065814371798,1.4441934185628202,5,Other
71,0.0,1.0535797638373332,5,Other
149,3.3128548565055875,0.6257097130111751,5,Other
166,0.12052257878646444,1.1205225787864643,5,Other
140,3.4620473429165632,1.2689763285417184,5,Other
9,5.037004861071848,0.8074009722143696,5,Other
170,2.8847179787527155,0.11528202124728437,5,Other
23,0.843525319461025,2.0,5,Other
127,0.0,2.0,5,Other
186,1.0,2.0,5,Other
137,8.835352156060575,0.0,5,Other
95,0.4551436850361561,0.0,5,Other
77,8.0,1.522434576071169,5,Other
118,2.0,2.0,5,Other
58,6.300334700886456,2.0,5,Other
2,5.635302750542694,0.6353027505426941,5,Other
140,8.0,0.0,5,Other
186,8.518938116155914,1.4810618838440863,5,Other
170,2.0,1.0,5,Other
163,6.4092046020953,1.5302651326349002,5,Other
185,0.5589678382518384,1.1179356765036768,5,Other
185,8.40448544968185,1.5955145503181494,5,Other
3,4.572427759433466,0.0,5,Other
106,3.0,1.1960230205991023,5,Other
159,6.923197019238425,1.5384014903807874,5,Other
197,5.015034474758376,2.0,5,Other
19,6.47571153381305,0.737855766906525,5,Other
54,2.479831890121268,0.5201681098787319,5,Other
175,2.1463658866902713,1.5731829433451356,5,Other
198,1.1233346221375506,1.0,5,Other
118,2.0,2.0,5,Other
37,4.15222859769765,1.0,5,Other
115,5.990341313341777,1.0,5,Other
53,2.9995249528482306,0.0002375235758845795,5,Other
